"","Year","date","product","weight","location","Total.Days.Weight"
"7329",2015,2015-07-03,"strawberries","1950","private",1950
"7330",2015,2015-07-04,"cauliflower","608","lkm",NA
"7331",2015,2015-07-04,"mushrooms","3700","lkm",NA
"7332",2015,2015-07-04,"kale","35000","lkm",NA
"7333",2015,2015-07-04,"cherries","8100","lkm",NA
"7334",2015,2015-07-04,"oranges","8400","lkm",NA
"7335",2015,2015-07-04,"Lettuce","8600","lkm",NA
"7336",2015,2015-07-04,"Brocolli","8200","lkm",NA
"7337",2015,2015-07-04,"shallots","24000","lkm",NA
"7338",2015,2015-07-04,"mangoes","6500","lkm",NA
"7339",2015,2015-07-04,"parsnip","5700","lkm",NA
"7340",2015,2015-07-04,"mooli","8700","lkm",NA
"7341",2015,2015-07-04,"iceberg lettuce","3900","lkm",NA
"7342",2015,2015-07-04,"spinach","1300","lkm",NA
"7343",2015,2015-07-04,"herbs","1200","lkm",NA
"7344",2015,2015-07-04,"asparagus spears","1900","lkm",NA
"7345",2015,2015-07-04,"watercress","3400","lkm",NA
"7346",2015,2015-07-04,"strawberry","900","lkm",NA
"7347",2015,2015-07-04,"limes","1300","lkm",NA
"7348",2015,2015-07-04,"avocado","1100","lkm",NA
"7349",2015,2015-07-04,"med salad","360","lkm",132868
"7350",2015,2015-07-06,"chicken  ","2510","nandos",NA
"7351",2015,2015-07-06,"bread  ","7750","SLFB",NA
"7352",2015,2015-07-06,"ragu","3000","SLFB",NA
"7353",2015,2015-07-06,"pasta sauce","3000","SLFB",NA
"7354",2015,2015-07-06,"creamy tomato sauce","490","SLFB",NA
"7355",2015,2015-07-06,"chicken soup","1200","SLFB",NA
"7356",2015,2015-07-06,"veg soup","1500","SLFB",NA
"7357",2015,2015-07-06,"oxtail soup","400","SLFB",NA
"7358",2015,2015-07-06,"tomato soup","400","SLFB",NA
"7359",2015,2015-07-06,"chopped tomatoes","5200","SLFB",NA
"7360",2015,2015-07-06,"plum tomatoes","6000","SLFB",NA
"7361",2015,2015-07-06,"chickpeas","1015","SLFB",NA
"7362",2015,2015-07-06,"butterbeans","400","SLFB",NA
"7363",2015,2015-07-06,"baked beans","2150","SLFB",NA
"7364",2015,2015-07-06,"rice pudding  ","1824","SLFB",NA
"7365",2015,2015-07-06,"sweetcorn","2050","SLFB",NA
"7366",2015,2015-07-06,"spaghetti","600","SLFB",NA
"7367",2015,2015-07-06,"hotdogs","800","SLFB",NA
"7368",2015,2015-07-06,"mushy peas","410","SLFB",NA
"7369",2015,2015-07-06,"ravioli","400","SLFB",NA
"7370",2015,2015-07-06,"tortelini","205","SLFB",NA
"7371",2015,2015-07-06,"chicken in white wine sauce","400","SLFB",NA
"7372",2015,2015-07-06,"coconut milk","400","SLFB",NA
"7373",2015,2015-07-06,"Tuna","160","SLFB",NA
"7374",2015,2015-07-06,"grapefruit segments","1076","SLFB",NA
"7375",2015,2015-07-06,"kidney beans","220","SLFB",NA
"7376",2015,2015-07-06,"sardines","250","SLFB",NA
"7377",2015,2015-07-06,"manderine segments","1248","SLFB",NA
"7378",2015,2015-07-06,"peaches","820","SLFB",NA
"7379",2015,2015-07-06,"Pinapple slices","1640","SLFB",NA
"7380",2015,2015-07-06,"coffee","700","SLFB",NA
"7381",2015,2015-07-06,"selection box","155","SLFB",NA
"7382",2015,2015-07-06,"chocolate tiramasu","440","SLFB",NA
"7383",2015,2015-07-06,"nutrigrain","444","SLFB",NA
"7384",2015,2015-07-06,"fig rolls","200","SLFB",NA
"7385",2015,2015-07-06,"pizza mix","290","SLFB",NA
"7386",2015,2015-07-06,"garibaldi","200","SLFB",NA
"7387",2015,2015-07-06,"fruit shortcake","250","SLFB",NA
"7388",2015,2015-07-06,"rich tea biscuits","200","SLFB",NA
"7389",2015,2015-07-06,"sultana scones","360","SLFB",NA
"7390",2015,2015-07-06,"ginger biscuits","300","SLFB",NA
"7391",2015,2015-07-06,"cracker mix","500","SLFB",NA
"7392",2015,2015-07-06,"plantain chips","1800","SLFB",NA
"7393",2015,2015-07-06,"crisps","165","SLFB",NA
"7394",2015,2015-07-06,"cereal","30","SLFB",NA
"7395",2015,2015-07-06,"nescafe","380","SLFB",NA
"7396",2015,2015-07-06,"hot chocolate","410","SLFB",NA
"7397",2015,2015-07-06,"aloe drinks","1500","SLFB",NA
"7398",2015,2015-07-06,"coffee","250","SLFB",NA
"7399",2015,2015-07-06,"melba toast","100","SLFB",NA
"7400",2015,2015-07-06,"blue mountain coffee","210","SLFB",NA
"7401",2015,2015-07-06,"chilli crisps","165","SLFB",NA
"7402",2015,2015-07-06,"black truffles","250","SLFB",NA
"7403",2015,2015-07-06,"Tomato & mascarpone sauce","350","SLFB",NA
"7404",2015,2015-07-06,"dream topping","72","SLFB",NA
"7405",2015,2015-07-06,"rice","1000","SLFB",NA
"7406",2015,2015-07-06,"brown basmati rice","1000","SLFB",NA
"7407",2015,2015-07-06,"biscuits","487","SLFB",NA
"7408",2015,2015-07-06,"tea sachets","10","SLFB",NA
"7409",2015,2015-07-06,"stock cubes","100","SLFB",NA
"7410",2015,2015-07-06,"oat so simple","100","SLFB",NA
"7411",2015,2015-07-06,"cup a soup","30","SLFB",NA
"7412",2015,2015-07-06,"pangang chicken seasoning","150","SLFB",NA
"7413",2015,2015-07-06,"flavouring","90","SLFB",NA
"7414",2015,2015-07-06,"maggi sauce mix","108","SLFB",NA
"7415",2015,2015-07-06,"colemans mixes","80","SLFB",NA
"7416",2015,2015-07-06,"schwartz mixes","70","SLFB",NA
"7417",2015,2015-07-06,"knorr soup","53","SLFB",NA
"7418",2015,2015-07-06,"chicken seasoning","35","SLFB",NA
"7419",2015,2015-07-06,"noodles","1145","SLFB",NA
"7420",2015,2015-07-06,"pasta  ","188","SLFB",NA
"7421",2015,2015-07-06,"dried fruit","210","SLFB",NA
"7422",2015,2015-07-06,"golden nuggets","70","SLFB",NA
"7423",2015,2015-07-06,"noodle sauce flavouring","150","SLFB",NA
"7424",2015,2015-07-06,"cup a porridge","1200","SLFB",NA
"7425",2015,2015-07-06,"melba toast","10","SLFB",NA
"7426",2015,2015-07-06,"hazelnuts","200","SLFB",NA
"7427",2015,2015-07-06,"pasta  ","120","SLFB",NA
"7428",2015,2015-07-06,"skimmed milk","500","SLFB",NA
"7429",2015,2015-07-06,"jagabe","20","SLFB",NA
"7430",2015,2015-07-06,"nescafe sachets","40","SLFB",NA
"7431",2015,2015-07-06,"maggi soup","50","SLFB",NA
"7432",2015,2015-07-06,"couscous","110","SLFB",NA
"7433",2015,2015-07-06,"chicken soup","45","SLFB",NA
"7434",2015,2015-07-06,"peppercorn","75","SLFB",NA
"7435",2015,2015-07-06,"bulgar wheat","500","SLFB",NA
"7436",2015,2015-07-06,"wheat","750","SLFB",NA
"7437",2015,2015-07-06,"croutons","40","SLFB",NA
"7438",2015,2015-07-06,"bbq chicken sauce","200","SLFB",NA
"7439",2015,2015-07-06,"spaghetti","500","SLFB",NA
"7440",2015,2015-07-06,"stock cubes","80","SLFB",NA
"7441",2015,2015-07-06,"seasoning","44","SLFB",NA
"7442",2015,2015-07-06,"fajita","35","SLFB",NA
"7443",2015,2015-07-06,"soup","200","SLFB",NA
"7444",2015,2015-07-06,"green tea powder","40","SLFB",NA
"7445",2015,2015-07-06,"pan rallado","250","SLFB",NA
"7446",2015,2015-07-06,"garam masala","200","SLFB",NA
"7447",2015,2015-07-06,"dhania tea","100","SLFB",NA
"7448",2015,2015-07-06,"mild madras curry powder","100","SLFB",NA
"7449",2015,2015-07-06,"tortelini","250","SLFB",NA
"7450",2015,2015-07-06,"bruschetta","240","SLFB",NA
"7451",2015,2015-07-06,"cherry juice","200","SLFB",NA
"7452",2015,2015-07-06,"dried peas","250","SLFB",NA
"7453",2015,2015-07-06,"tea bags","176","SLFB",NA
"7454",2015,2015-07-06,"lettuce","3900","katheryn",72740
"7455",2015,2015-07-08,"biscuits","600","private",NA
"7456",2015,2015-07-08,"sugar","1000","private",NA
"7457",2015,2015-07-08,"oil","240","SLFB",NA
"7458",2015,2015-07-08,"S/R soda bread flour","1000","SLFB",NA
"7459",2015,2015-07-08,"cupasoup","80","SLFB",NA
"7460",2015,2015-07-08,"poppy seeds","50","SLFB",NA
"7461",2015,2015-07-08,"popcorn","100","SLFB",NA
"7462",2015,2015-07-08,"porridge oats","1500","SLFB",NA
"7463",2015,2015-07-08,"tea bags","540","SLFB",NA
"7464",2015,2015-07-08,"nuts","40","SLFB",NA
"7465",2015,2015-07-08,"long grain rice","2000","SLFB",NA
"7466",2015,2015-07-08,"cocoa","100","SLFB",NA
"7467",2015,2015-07-08,"aptamil","1800","SLFB",NA
"7468",2015,2015-07-08,"growing up milk","900","SLFB",NA
"7469",2015,2015-07-08,"baby dinners","830","SLFB",NA
"7470",2015,2015-07-08,"sunflower oil","600","SLFB",NA
"7471",2015,2015-07-08,"golden syrup","220","SLFB",NA
"7472",2015,2015-07-08,"biscuit bar","35","SLFB",NA
"7473",2015,2015-07-08,"chopped dates","250","SLFB",NA
"7474",2015,2015-07-08,"icing sugar","350","SLFB",NA
"7475",2015,2015-07-08,"dessicated coconut","400","SLFB",NA
"7476",2015,2015-07-08,"pasta  ","460","SLFB",NA
"7477",2015,2015-07-08,"paella rice","1000","SLFB",NA
"7478",2015,2015-07-08,"custard powder","72","SLFB",NA
"7479",2015,2015-07-08,"cup a porridge","80","SLFB",NA
"7480",2015,2015-07-08,"nutrigrain","40","SLFB",NA
"7481",2015,2015-07-08,"sardines","213","SLFB",NA
"7482",2015,2015-07-08,"pate","200","SLFB",NA
"7483",2015,2015-07-08,"nutmeg","16","SLFB",NA
"7484",2015,2015-07-08,"cake meal","375","SLFB",NA
"7485",2015,2015-07-08,"hot chocolate","50","SLFB",NA
"7486",2015,2015-07-08,"cupasoup","79","SLFB",NA
"7487",2015,2015-07-08,"whipped cream","60","SLFB",NA
"7488",2015,2015-07-08,"spaghetti","400","SLFB",NA
"7489",2015,2015-07-08,"cashews","850","SLFB",NA
"7490",2015,2015-07-08,"jamaican ginger cake","200","SLFB",NA
"7491",2015,2015-07-08,"ginger biscuits","125","SLFB",NA
"7492",2015,2015-07-08,"dried pitted prunes","500","SLFB",NA
"7493",2015,2015-07-08,"coconut oil","10","SLFB",NA
"7494",2015,2015-07-08,"cranberry sauce","250","SLFB",NA
"7495",2015,2015-07-08,"sugar","180","SLFB",NA
"7496",2015,2015-07-08,"marshmallows","20","SLFB",NA
"7497",2015,2015-07-08,"caster sugar","500","SLFB",NA
"7498",2015,2015-07-08,"dates","250","SLFB",NA
"7499",2015,2015-07-08,"dried yeast","125","SLFB",NA
"7500",2015,2015-07-08,"ground ginger","35","SLFB",NA
"7501",2015,2015-07-08,"custard powder","72","SLFB",NA
"7502",2015,2015-07-08,"polenta","100","SLFB",NA
"7503",2015,2015-07-08,"cardomon","10","SLFB",NA
"7504",2015,2015-07-08,"walnuts","80","SLFB",NA
"7505",2015,2015-07-08,"brazil nuts","80","SLFB",NA
"7506",2015,2015-07-08,"cake bar","10","SLFB",NA
"7507",2015,2015-07-08,"tortillas","175","SLFB",NA
"7508",2015,2015-07-08,"baby dinners","190","SLFB",NA
"7509",2015,2015-07-08,"pilchards","425","SLFB",NA
"7510",2015,2015-07-08,"xmas puds","510","SLFB",NA
"7511",2015,2015-07-08,"table salt","2000","SLFB",NA
"7512",2015,2015-07-08,"plain flour","300","SLFB",NA
"7513",2015,2015-07-08,"sugar","440","SLFB",NA
"7514",2015,2015-07-08,"oxo cubes","40","SLFB",NA
"7515",2015,2015-07-08,"rice","940","SLFB",NA
"7516",2015,2015-07-08,"S/R flour","1250","SLFB",NA
"7517",2015,2015-07-08,"cornflower","200","SLFB",NA
"7518",2015,2015-07-08,"icing sugar","400","SLFB",NA
"7519",2015,2015-07-08,"brown sugar","500","SLFB",NA
"7520",2015,2015-07-08,"vanilla essence","35","SLFB",NA
"7521",2015,2015-07-08,"courgettes","660","katheryn",NA
"7522",2015,2015-07-08,"bread buns","2100","Womens institute",NA
"7523",2015,2015-07-08,"Brocolli","100","church",NA
"7524",2015,2015-07-08,"spring onions","1860","church",NA
"7525",2015,2015-07-08,"peppers","190","church",NA
"7526",2015,2015-07-08,"radishes","760","church",NA
"7527",2015,2015-07-08,"leek","200","church",NA
"7528",2015,2015-07-08,"cherry tomatoes","2600","church",NA
"7529",2015,2015-07-08,"mushrooms","500","church",NA
"7530",2015,2015-07-08,"bananas","1400","church",NA
"7531",2015,2015-07-08,"limes","630","church",NA
"7532",2015,2015-07-08,"onions","4700","church",NA
"7533",2015,2015-07-08,"sweet potatoes","100","church",NA
"7534",2015,2015-07-08,"potatoes","2200","church",NA
"7535",2015,2015-07-08,"apples","2160","church",NA
"7536",2015,2015-07-08,"pomegranite","200","church",NA
"7537",2015,2015-07-08,"peach","100","church",NA
"7538",2015,2015-07-08,"aubergines","660","church",NA
"7539",2015,2015-07-08,"mangoes","680","church",48282
"7540",2015,2015-07-09,"ginger biscuits","300","private",NA
"7541",2015,2015-07-09,"multigrain snack","35","private",NA
"7542",2015,2015-07-09,"walkers french fries","26","private",NA
"7543",2015,2015-07-09,"lettuce","5200","katheryn",5561
"7544",2015,2015-07-10,"fusilli","1200","private",NA
"7545",2015,2015-07-10,"savoury rice","220","private",NA
"7546",2015,2015-07-10,"madras spice","100","private",NA
"7547",2015,2015-07-10,"cinnamon","100","private",NA
"7548",2015,2015-07-10,"ground mixed spice","40","private",NA
"7549",2015,2015-07-10,"peri peri spice","50","private",NA
"7550",2015,2015-07-10,"tumeric","56","private",NA
"7551",2015,2015-07-10,"chilli powder","38","private",NA
"7552",2015,2015-07-10,"long grain rice","1000","private",NA
"7553",2015,2015-07-10,"lasagne sheets","850","private",NA
"7554",2015,2015-07-10,"noodles","350","private",NA
"7555",2015,2015-07-10,"tea bags","400","private",NA
"7556",2015,2015-07-10,"vegetable oil","800","private",NA
"7557",2015,2015-07-10,"chilli jam","200","private",NA
"7558",2015,2015-07-10,"curry paste","1100","private",NA
"7559",2015,2015-07-10,"bulgar wheat","700","private",NA
"7560",2015,2015-07-10,"cola","600","private",NA
"7561",2015,2015-07-10,"rice","200","private",NA
"7562",2015,2015-07-10,"cumin seeds","240","private",NA
"7563",2015,2015-07-10,"noodles","108","private",NA
"7564",2015,2015-07-10,"flour","1100","private",NA
"7565",2015,2015-07-10,"cornflower","440","private",NA
"7566",2015,2015-07-10,"tagliatelli","220","private",NA
"7567",2015,2015-07-10,"rice","200","private",NA
"7568",2015,2015-07-10,"olive oil","600","private",NA
"7569",2015,2015-07-10,"icing sugar","450","private",NA
"7570",2015,2015-07-10,"sunflower oil","500","private",NA
"7571",2015,2015-07-10,"conchigliette","200","private",NA
"7572",2015,2015-07-10,"coffee","550","private",NA
"7573",2015,2015-07-10,"balsamic vinegar","500","private",NA
"7574",2015,2015-07-10,"mackerel","125","private",13237
"7575",2015,2015-07-11,"mixed lettuce","750","nisa",NA
"7576",2015,2015-07-11,"yoghurt","270","nisa",NA
"7577",2015,2015-07-11,"beef spread","45","nisa",1065
"7578",2015,2015-07-12,"water  ","430640","Jane Tomlinson Appeal",430640
"7579",2015,2015-07-13,"veg soup","75","private",NA
"7580",2015,2015-07-13,"stuffing","150","private",NA
"7581",2015,2015-07-13,"instant custard","75","private",NA
"7582",2015,2015-07-13,"crumble mix","200","private",NA
"7583",2015,2015-07-13,"batter mix","250","private",NA
"7584",2015,2015-07-13,"basmati rice","5000","private",NA
"7585",2015,2015-07-13,"crunchy nut cornflakes","375","private",NA
"7586",2015,2015-07-13,"kelloggs krave","375","private",NA
"7587",2015,2015-07-13,"mango juice drink","1000","private",NA
"7588",2015,2015-07-13,"beans","830","private",NA
"7589",2015,2015-07-13,"pure honey","360","private",NA
"7590",2015,2015-07-13,"tomato puree","142","private",NA
"7591",2015,2015-07-13,"rice pudding  ","800","private",NA
"7592",2015,2015-07-13,"tuna chunks","320","private",NA
"7593",2015,2015-07-13,"radishes","3200","food bank",NA
"7594",2015,2015-07-13,"rhubarb","3800","food bank",NA
"7595",2015,2015-07-13,"beetroot","1950","food bank",NA
"7596",2015,2015-07-13,"peapods","850","food bank",NA
"7597",2015,2015-07-13,"cabbage","1150","food bank",NA
"7598",2015,2015-07-13,"little gem lettuce","650","food bank",NA
"7599",2015,2015-07-13,"cress","600","food bank",NA
"7600",2015,2015-07-13,"lettuce","500","food bank",NA
"7601",2015,2015-07-13,"apricots","2520","food bank",NA
"7602",2015,2015-07-13,"pears","1800","food bank",NA
"7603",2015,2015-07-13,"aubergines","1800","food bank",NA
"7604",2015,2015-07-13,"carrots","840","food bank",NA
"7605",2015,2015-07-13,"courgettes","5700","food bank",NA
"7606",2015,2015-07-13,"Brocolli","18950","food bank",NA
"7607",2015,2015-07-13,"milk","500","food bank",NA
"7608",2015,2015-07-13,"cauliflower","8550","food bank",NA
"7609",2015,2015-07-13,"panini white","","Creams Tea Rooms",NA
"7610",2015,2015-07-13,"panini brown","","Creams Tea Rooms",NA
"7611",2015,2015-07-13,"pain au chocolat","","Creams Tea Rooms",NA
"7612",2015,2015-07-13,"lettuce","","Hollybush Farm",NA
"7613",2015,2015-07-13,"garlic","","Hollybush Farm",NA
"7614",2015,2015-07-13,"bread crusts","1100","Chinese Takeaway",NA
"7615",2015,2015-07-13,"middle eastern sweets","240","private",64652
"7616",2015,2015-07-14,"coconut oil","4800","Suma",NA
"7617",2015,2015-07-14,"baked beans","429300","Suma",NA
"7618",2015,2015-07-14,"cornflakes","500","private",NA
"7619",2015,2015-07-14,"chick peas","400","private",NA
"7620",2015,2015-07-14,"spaghetti","500","private",NA
"7621",2015,2015-07-14,"pasta shapes","500","private",NA
"7622",2015,2015-07-14,"strawberry preserve","340","private",NA
"7623",2015,2015-07-14,"oat meal","50","private",NA
"7624",2015,2015-07-14,"plum tomatoes","400","private",NA
"7625",2015,2015-07-14,"lemon tea","40","private",NA
"7626",2015,2015-07-14,"S&S sauce","900","private",NA
"7627",2015,2015-07-14,"potatoes tinned","540","private",438270
"7628",2015,2015-07-15,"paninis","3432","NIS ",NA
"7629",2015,2015-07-15,"choc caramel shortcakes","900","NIS ",NA
"7630",2015,2015-07-15,"starburst","90","NIS ",NA
"7631",2015,2015-07-15,"friligums","96","NIS ",NA
"7632",2015,2015-07-15,"milky bar buttons","160","NIS ",NA
"7633",2015,2015-07-15,"milky bar","100","private",NA
"7634",2015,2015-07-15,"vaniila drink","40","private",NA
"7635",2015,2015-07-15,"choc pudding mix","44","private",NA
"7636",2015,2015-07-15,"buckwheat tea","100","private",NA
"7637",2015,2015-07-15,"ground peper","10","private",NA
"7638",2015,2015-07-15,"vanilla pudding mix","125","private",NA
"7639",2015,2015-07-15,"vanilla sachets","20","private",NA
"7640",2015,2015-07-15,"spicy chicken coating","50","private",NA
"7641",2015,2015-07-15,"pudding mix","74","private",NA
"7642",2015,2015-07-15,"lettuce","2800","private",NA
"7643",2015,2015-07-15,"bread curmbs","100","private",NA
"7644",2015,2015-07-15,"coffe mate","500","private",NA
"7645",2015,2015-07-15,"crème brulee","70","private",NA
"7646",2015,2015-07-15,"bisto granuals","170","private",NA
"7647",2015,2015-07-15,"chicken flavouring","66","private",NA
"7648",2015,2015-07-15,"marmite","125","private",NA
"7649",2015,2015-07-15,"umami paste","60","private",NA
"7650",2015,2015-07-15,"panna cotta","195","private",NA
"7651",2015,2015-07-15,"pot au fev","57","private",NA
"7652",2015,2015-07-15,"minestrone cupasoup","80","private",NA
"7653",2015,2015-07-15,"icing sugar","300","private",NA
"7654",2015,2015-07-15,"paneangeli","48","private",NA
"7655",2015,2015-07-15,"tomato soup","66","private",NA
"7656",2015,2015-07-15,"chocolat mix","175","suma",NA
"7657",2015,2015-07-15,"cconut oil","87000","suma",NA
"7658",2015,2015-07-15,"peanut butter","58820","suma",NA
"7659",2015,2015-07-15,"egg free mayo","48825","suma",NA
"7660",2015,2015-07-15,"saurkraut","85248","suma",NA
"7661",2015,2015-07-15,"coconut virgin oil","72120","suma",NA
"7662",2015,2015-07-15,"organic pear juice","18750","suma",NA
"7663",2015,2015-07-15,"cocoa pwder","25000","suma",NA
"7664",2015,2015-07-15,"milk","2000","private",NA
"7665",2015,2015-07-15,"sugar","2000","SLFB",NA
"7666",2015,2015-07-15,"Nutrigrain","222","SLFB",NA
"7667",2015,2015-07-15,"special throntons toffee","525","SLFB",NA
"7668",2015,2015-07-15,"corned beef","340","SLFB",NA
"7669",2015,2015-07-15,"pizza base","600","SLFB",NA
"7670",2015,2015-07-15,"bread","800","SLFB",NA
"7671",2015,2015-07-15,"dates","200","SLFB",NA
"7672",2015,2015-07-15,"jalapeno peppers","330","SLFB",NA
"7673",2015,2015-07-15,"basil pesto","190","SLFB",NA
"7674",2015,2015-07-15,"buckwheat","300","SLFB",NA
"7675",2015,2015-07-15,"stuffing","240","SLFB",NA
"7676",2015,2015-07-15,"crisps","32","SLFB",NA
"7677",2015,2015-07-15,"popcorn","200","SLFB",NA
"7678",2015,2015-07-15,"sardines","240","SLFB",NA
"7679",2015,2015-07-15,"baked beans","1640","SLFB",NA
"7680",2015,2015-07-15,"apricots","411","SLFB",NA
"7681",2015,2015-07-15,"peaches","410","SLFB",NA
"7682",2015,2015-07-15,"pichards","425","SLFB",NA
"7683",2015,2015-07-15,"coconut milk","400","SLFB",NA
"7684",2015,2015-07-15,"picked onions","530","SLFB",NA
"7685",2015,2015-07-15,"rice pudding  ","400","SLFB",NA
"7686",2015,2015-07-15,"branston pickle","360","SLFB",NA
"7687",2015,2015-07-15,"flavour pot","92","SLFB",NA
"7688",2015,2015-07-15,"sunflower seeds","149","SLFB",NA
"7689",2015,2015-07-15,"porridge","80","SLFB",NA
"7690",2015,2015-07-15,"chargrilled peppers","290","SLFB",NA
"7691",2015,2015-07-15,"lentils","300","SLFB",NA
"7692",2015,2015-07-15,"angels delight","76","SLFB",NA
"7693",2015,2015-07-15,"masala","100","SLFB",NA
"7694",2015,2015-07-15,"pineapple juice","1000","SLFB",NA
"7695",2015,2015-07-15,"basmati rice","250","SLFB",NA
"7696",2015,2015-07-15,"spaghetti","410","SLFB",NA
"7697",2015,2015-07-15,"evaorated milk","820","SLFB",NA
"7698",2015,2015-07-15,"flat breads","400","SLFB",NA
"7699",2015,2015-07-15,"sweetners","20","SLFB",NA
"7700",2015,2015-07-15,"micro popcorn","100","SLFB",NA
"7701",2015,2015-07-15,"lentil dahl mix","500","SLFB",NA
"7702",2015,2015-07-15,"ketchup","390","SLFB",NA
"7703",2015,2015-07-15,"pancake mix","500","SLFB",NA
"7704",2015,2015-07-15,"wheat starch","450","SLFB",NA
"7705",2015,2015-07-15,"rice flour","450","SLFB",NA
"7706",2015,2015-07-15,"black dives","665","SLFB",NA
"7707",2015,2015-07-15,"peaches","410","SLFB",NA
"7708",2015,2015-07-15,"ovaltuna","150","SLFB",NA
"7709",2015,2015-07-15,"ginger cheese","20","SLFB",NA
"7710",2015,2015-07-15,"condensed milk","397","SLFB",NA
"7711",2015,2015-07-15,"gronola","672","SLFB",NA
"7712",2015,2015-07-15,"quinoa","450","SLFB",NA
"7713",2015,2015-07-15,"plain flour","6000","SLFB",NA
"7714",2015,2015-07-15,"salt","2000","SLFB",NA
"7715",2015,2015-07-15,"toaster pastries","780","SLFB",NA
"7716",2015,2015-07-15,"brown rice","1000","SLFB",NA
"7717",2015,2015-07-15,"spaghetti","600","SLFB",NA
"7718",2015,2015-07-15,"oive oil","1000","SLFB",NA
"7719",2015,2015-07-15,"toffees","250","SLFB",NA
"7720",2015,2015-07-15,"weetabix","9000","SLFB",NA
"7721",2015,2015-07-15,"soft cheese","180","SLFB",NA
"7722",2015,2015-07-15,"veg soup","300","SLFB",NA
"7723",2015,2015-07-15,"rab meat","170","SLFB",NA
"7724",2015,2015-07-15,"beans","200","SLFB",NA
"7725",2015,2015-07-15,"chopped spinach","395","SLFB",NA
"7726",2015,2015-07-15,"strawberry jam","680","SLFB",NA
"7727",2015,2015-07-15,"plum jam","550","SLFB",NA
"7728",2015,2015-07-15,"hobnobs","300","SLFB",NA
"7729",2015,2015-07-15,"marrow fat peas","300","SLFB",NA
"7730",2015,2015-07-15,"gelatine","50","SLFB",NA
"7731",2015,2015-07-15,"flavour shot","52","SLFB",NA
"7732",2015,2015-07-15,"apricot jam","340","SLFB",NA
"7733",2015,2015-07-15,"noodles","65","SLFB",NA
"7734",2015,2015-07-15,"jelly","250","SLFB",NA
"7735",2015,2015-07-15,"bread four","1500","SLFB",NA
"7736",2015,2015-07-15,"chilli con carne","450","SLFB",NA
"7737",2015,2015-07-15,"irish stew","400","SLFB",NA
"7738",2015,2015-07-15,"instant mash","250","SLFB",NA
"7739",2015,2015-07-15,"sugar","100","SLFB",NA
"7740",2015,2015-07-15,"SR flour","1000","SLFB",NA
"7741",2015,2015-07-15,"gelatine","150","SLFB",NA
"7742",2015,2015-07-15,"ginger bread man","25","SLFB",NA
"7743",2015,2015-07-15,"gelatine sheets","20","SLFB",NA
"7744",2015,2015-07-15,"stock cubes","30","SLFB",NA
"7745",2015,2015-07-15,"condensed milk","450","SLFB",NA
"7746",2015,2015-07-15,"lemon tea","500","SLFB",NA
"7747",2015,2015-07-15,"low gluten wheat flour","1000","SLFB",NA
"7748",2015,2015-07-15,"plain flour","4500","SLFB",NA
"7749",2015,2015-07-15,"salt","750","SLFB",NA
"7750",2015,2015-07-15,"peri peri seasoning","25","SLFB",NA
"7751",2015,2015-07-15,"cornflakes","250","SLFB",NA
"7752",2015,2015-07-15,"honey pops","350","SLFB",NA
"7753",2015,2015-07-15,"crunchy oat bars","150","SLFB",NA
"7754",2015,2015-07-15,"cup a soup","76","SLFB",NA
"7755",2015,2015-07-15,"tea sachets","16000","SLFB",NA
"7756",2015,2015-07-15,"rhubarb","540","SLFB",NA
"7757",2015,2015-07-15,"porridge","500","SLFB",NA
"7758",2015,2015-07-15,"spaghetti","410","SLFB",NA
"7759",2015,2015-07-15,"biscuits","320","SLFB",NA
"7760",2015,2015-07-15,"bran flakes","600","SLFB",NA
"7761",2015,2015-07-15,"pasta shapes","450","SLFB",NA
"7762",2015,2015-07-15,"mixed sauces","182","SLFB",NA
"7763",2015,2015-07-15,"soups","428","SLFB",NA
"7764",2015,2015-07-15,"ginger cheese","100","SLFB",NA
"7765",2015,2015-07-15,"butella","140","SLFB",NA
"7766",2015,2015-07-15,"porridge","40","SLFB",NA
"7767",2015,2015-07-15,"marmalde","40","SLFB",NA
"7768",2015,2015-07-15,"hot chocolate","152","SLFB",NA
"7769",2015,2015-07-15,"oat cake","20","SLFB",NA
"7770",2015,2015-07-15,"sweets","60","SLFB",NA
"7771",2015,2015-07-15,"coffee sachets","10","SLFB",NA
"7772",2015,2015-07-15,"crisps","1050","Sweetie Man",NA
"7773",2015,2015-07-15,"marshmallows","1000","Sweetie Man",NA
"7774",2015,2015-07-15,"shortbread","2700","Sweetie Man",NA
"7775",2015,2015-07-15,"chocolate swiss roll","300","Sweetie Man",NA
"7776",2015,2015-07-15,"apple pastries","1056","Sweetie Man",NA
"7777",2015,2015-07-15,"caramel slices","2160","Sweetie Man",NA
"7778",2015,2015-07-15,"dilute orange","8000","Sweetie Man",NA
"7779",2015,2015-07-15,"vicoria sponge","1380","Sweetie Man",NA
"7780",2015,2015-07-15,"sultana cake","340","Sweetie Man",NA
"7781",2015,2015-07-15,"mini rolls","640","Sweetie Man",NA
"7782",2015,2015-07-15,"chocolate muffins","780","Sweetie Man",NA
"7783",2015,2015-07-15,"cookie crumble bars","240","Sweetie Man",NA
"7784",2015,2015-07-15,"Toffe & date cake","1200","Sweetie Man",NA
"7785",2015,2015-07-15,"fruitcake","400","Sweetie Man",NA
"7786",2015,2015-07-15,"butter custard cakes","480","Sweetie Man",NA
