Year,date,product,weight,location,Total Days Weight
2015,12-june,vegetarian haggis,5448,suma,
2015,12-june,alpro soya milk,8000,suma,
2015,12-june,vienese biscuits,350,huddersfield,
2015,12-june,pot noodle,180,huddersfield,
2015,12-june,pringles,190,huddersfield,
2015,12-june,3 minute noodles,300,huddersfield,
2015,12-june,vetetable soup,2400,huddersfield,
2015,12-june,yellow bean sauce,450,huddersfield,
2015,12-june,pot noodle,270,huddersfield,
2015,12-june,tetley teabags,152,huddersfield,
2015,12-june,cup a soup,256,huddersfield,
2015,12-june,belvita breakfast,75,huddersfield,
2015,12-june,stockpots,224,huddersfield,
2015,12-june,Pea & ham soup,400,huddersfield,
2015,12-june,lasagne sheets,1500,huddersfield,
2015,12-june,monster munch,12,huddersfield,
2015,12-june,sugar cubes,290,huddersfield,
2015,12-june,egg fried rice,250,huddersfield,
2015,12-june,puy lentils,250,huddersfield,
2015,12-june,sweet chilli sunbites,25,huddersfield,
2015,12-june,long grain rice,1000,huddersfield,
2015,12-june,pop tarts,200,huddersfield,
2015,12-june,decaf coffee beans,227,huddersfield,
2015,12-june,brown rice,5000,huddersfield,
2015,12-june,pg tips,345,huddersfield,
2015,12-june,white basmati rice,5000,huddersfield,542574
2015,15-june,lettuce,1000,private,
2015,15-june,apple pie,600,private,
2015,15-june,penne pasta,500,private,
2015,15-june,milk,24000,download festival,
2015,15-june,cheese  ,15000,download festival,
2015,15-june,bread,62500,download festival,
2015,15-june,lettuce,8500,download festival,
2015,15-june,crumpets,3460,download festival,
2015,15-june,cheese slices,15000,download festival,
2015,15-june,onions,4700,download festival,
2015,15-june,bread cakes,6200,download festival,141460
2015,16-june,grated mozzarella,24000,private,
2015,16-june,pizza bases,74400,private,
2015,16-june,sliced pepperoni,7000,private,
2015,16-june,chicken pizza topping,7000,private,
2015,16-june,tomatoes  ,370,private,
2015,16-june,garlic butter,100,private,
2015,16-june,bread,800,nisa,
2015,16-june,crisps,650,nisa,
2015,16-june,coleslaw,250,nisa,
2015,16-june,soft cheese,200,nisa,
2015,16-june,oil,1000,private,
2015,16-june,tomatoes  ,300,private,
2015,16-june,potatoes,510,private,
2015,16-june,pea pods,100,private,
2015,16-june,mushroom,100,private,
2015,16-june,spring onion,90,private,
2015,16-june,courgettes,200,private,
2015,16-june,lettuce,650,private,
2015,16-june,cabbage,130,private,
2015,16-june,onions,1670,private,
2015,16-june,leeks,240,private,
2015,16-june,brocolli,200,private,
2015,16-june,cabbage,900,private,
2015,16-june,ice gems,120,private,
2015,16-june,oranges,720,private,
2015,16-june,apples,300,private,
2015,16-june,banana  ,210,private,
2015,16-june,pears,300,private,
2015,16-june,peach,280,private,
2015,16-june,tuna mayo sandwiches,880,oasis academy bradford,123670
2015,17-june,sultana scones,2600,nisa,
2015,17-june,basil plants,10500,TCV,
2015,17-june,fennel plants,800,TCV,
2015,17-june,fresh mint plants,500,TCV,
2015,17-june,butter,1000,private,
2015,17-june,sunflower oil,1000,private,
2015,17-june,milk,2000,private,
2015,17-june,coffee granuals,95,private,
2015,17-june,ground coffee,150,private,18645
2015,18-june,couscous,1000,student house,
2015,18-june,chickpeas,1200,student house,
2015,18-june,coconut creams,250,student house,
2015,18-june,tuna chunks,800,student house,
2015,18-june,red kidney beans,400,student house,
2015,18-june,black peppercorn,25,student house,
2015,18-june,cinnamon,15,student house,
2015,18-june,dried chives,12,student house,
2015,18-june,rice crackers,150,student house,
2015,18-june,tortilla wraps,300,student house,
2015,18-june,peanut butter,170,student house,
2015,18-june,heinz beans fridge pack,1000,student house,
2015,18-june,baked beans,200,student house,
2015,18-june,Sweetcorn & peppers,198,student house,
2015,18-june,dried green lentils,500,student house,
2015,18-june,stuffed vine leaves,280,student house,
2015,18-june,miso instant soup,100,student house,
2015,18-june,falafel mix,200,student house,
2015,18-june,stir fry sauce,120,student house,
2015,18-june,crisps,75,student house,
2015,18-june,veg stock,100,student house,
2015,18-june,hot chocolate,28,student house,
2015,18-june,breakfast bar,100,student house,
2015,18-june,black bulls eyes,70,student house,
2015,18-june,rich hot chocolate,75,student house,
2015,18-june,rice vinegar,160,student house,
2015,18-june,dark soy sauce,175,student house,
2015,18-june,sweet chilli sauce,225,student house,
2015,18-june,tomato ketchup,250,student house,
2015,18-june,peri peri marinade,200,student house,
2015,18-june,honey,170,student house,
2015,18-june,whole grain mustard,90,student house,
2015,18-june,instant coffee,20,student house,
2015,18-june,baked beans,850,student house,
2015,18-june,curry paste,90,student house,
2015,18-june,coconut oil,200,student house,
2015,18-june,bulgar wheat,1600,student house,
2015,18-june,arborio risotto,100,student house,
2015,18-june,long grain rice,500,student house,
2015,18-june,fusilli,200,student house,
2015,18-june,brown rice,300,student house,
2015,18-june,red jasmine rice,1000,student house,
2015,18-june,lasagne sheets,500,student house,
2015,18-june,green giant sweetcorn,198,student house,
2015,18-june,conchiglie,500,student house,
2015,18-june,cous cous,220,student house,
2015,18-june,pearl barley,80,student house,
2015,18-june,self raising flour,1000,student house,
2015,18-june,ground cumin,22,student house,
2015,18-june,thyme,16,student house,
2015,18-june,crushed chilli,20,student house,
2015,18-june,thyme,80,student house,
2015,18-june,mint,40,student house,
2015,18-june,mixed herbs,60,student house,
2015,18-june,cinnamon powder,100,student house,
2015,18-june,ceyenne pepper,75,student house,
2015,18-june,kusmin tea,220,student house,
2015,18-june,paprika flavour pots,184,student house,
2015,18-june,garden herbs flavour pots,368,student house,
2015,18-june,nescafe,50,student house,
2015,18-june,teabags,80,student house,
2015,18-june,dessicated coconut,200,student house,
2015,18-june,cornflakes,200,student house,
2015,18-june,preserved lemon,750,student house,
2015,18-june,massaman curry powder,400,student house,
2015,18-june,caster sugar,700,student house,
2015,18-june,musili,600,student house,
2015,18-june,sweets,140,student house,
2015,18-june,basmati rice,500,student house,
2015,18-june,cashew nuts,140,student house,
2015,18-june,self raising flour,300,student house,
2015,18-june,oat crunch,800,student house,
2015,18-june,demerara,300,student house,
2015,18-june,egg noodles,500,student house,
2015,18-june,green lentils,300,student house,
2015,18-june,gara masala,100,student house,
2015,18-june,cous cous,300,student house,
2015,18-june,fish sauce,250,student house,
2015,18-june,light soy sauce,100,student house,
2015,18-june,pumpkin seeds,100,student house,
2015,18-june,leeks,250,student house,
2015,18-june,dark chocolate,100,student house,
2015,18-june,cabbage,120,student house,
2015,18-june,bell peppers,260,student house,
2015,18-june,knorr mixed herbs,280,student house,
2015,18-june,giant wild rice,250,student house,
2015,18-june,pumpkin seeds,260,student house,
2015,18-june,pea shoots,50,student house,25561
2015,19-june,cup noodles,270,private,
2015,19-june,sandwiches,3200,bradford academy,3470
2015,22-june,beef ravioli,1200,student house,
2015,22-june,spagehetti,2400,student house,
2015,22-june,spaghetti hoops,6010,student house,
2015,22-june,baked beans,6645,student house,
2015,22-june,plum tomatoes,2400,student house,
2015,22-june,chopped tomatoes,3190,student house,
2015,22-june,red kidney beans,3600,student house,
2015,22-june,chickpeas,1600,student house,
2015,22-june,chilli con carne,400,student house,
2015,22-june,chicken soup,1200,student house,
2015,22-june,tuna chunks,740,student house,
2015,22-june,lentil soup,400,student house,
2015,22-june,Potato & leek soup,400,student house,
2015,22-june,tomato soup,2000,student house,
2015,22-june,petit pois & bacon soup,800,student house,
2015,22-june,oxtail soup,400,student house,
2015,22-june,thick country veg soup,400,student house,
2015,22-june,mushroom soup,400,student house,
2015,22-june,french onion soup,400,student house,
2015,22-june,veg soup,300,student house,
2015,22-june,coconut milk,800,student house,
2015,22-june,mackerel,250,student house,
2015,22-june,sardines,120,student house,
2015,22-june,Sweetcorn,326,student house,
2015,22-june,Beef & veg soup,400,student house,
2015,22-june,cannellini,1100,student house,
2015,22-june,butter beans,300,student house,
2015,22-june,pasta sauce,500,student house,
2015,22-june,peanut butter,1020,student house,
2015,22-june,raspberry jam,454,student house,
2015,22-june,garlic peri peri sauce,125,student house,
2015,22-june,creamy tomato pasta bake,1000,student house,
2015,22-june,thai green curry sauce,500,student house,
2015,22-june,white wine sauce,480,student house,
2015,22-june,italian fusilli pasta,500,student house,
2015,22-june,green lentils,400,student house,
2015,22-june,black eyed beans,300,student house,
2015,22-june,mixed beans,300,student house,
2015,22-june,penne pasta,3000,student house,
2015,22-june,fusilli,2800,student house,
2015,22-june,arborio rice,1000,student house,
2015,22-june,noodles,188,student house,
2015,22-june,super noodles,600,student house,
2015,22-june,dolmio tomato & basil sauce,1190,student house,
2015,22-june,popcorn,25,student house,
2015,22-june,carbonara,480,student house,
2015,22-june,murgh methi,285,student house,
2015,22-june,dal burhara,285,student house,
2015,22-june,dal makhani,285,student house,
2015,22-june,rice crackers,200,student house,
2015,22-june,pepper rasam,300,student house,
2015,22-june,curry leaves powder,100,student house,
2015,22-june,breakfast mix,170,student house,
2015,22-june,medium peri peri,125,student house,
2015,22-june,jelly babies,190,student house,
2015,22-june,loose tea leaves,100,student house,
2015,22-june,wheat berries,500,student house,
2015,22-june,cappuccino,100,student house,
2015,22-june,camomile,40,student house,
2015,22-june,mint green tea,20,student house,
2015,22-june,shredded wheat,40,student house,
2015,22-june,choco mocha,20,student house,
2015,22-june,drinking chocolate,300,student house,
2015,22-june,humbugs,200,student house,
2015,22-june,chicken noodle cup a soup,100,student house,
2015,22-june,nutri grain,370,student house,
2015,22-june,vanilla tea,60,student house,
2015,22-june,chicken cup a soup,100,student house,
2015,22-june,sweet chilli hoops,72,student house,
2015,22-june,wheat bisks,800,student house,
2015,22-june,cous cous,310,student house,
2015,22-june,angel delight,59,student house,
2015,22-june,stir fry sauce,360,student house,
2015,22-june,brown rice,250,student house,
2015,22-june,noodles,100,student house,
2015,22-june,chicken curry mix,33,student house,
2015,22-june,colmans mix,64,student house,
2015,22-june,rogan josh sauce,360,student house,
2015,22-june,salad dressing,240,student house,
2015,22-june,tikka masala sauce,360,student house,
2015,22-june,madras paste,198,student house,
2015,22-june,peri peri sauce,250,student house,
2015,22-june,custard creams,54,student house,
2015,22-june,chocolate biscuits,264,student house,
2015,22-june,strawberry jam,113,student house,
2015,22-june,pg tips,200,student house,
2015,22-june,stirfry seasoning,65,student house,
2015,22-june,chicken spice,43,student house,
2015,22-june,black peppercorn,50,student house,
2015,22-june,green tea,32,student house,
2015,22-june,bicarb sachets,42,student house,
2015,22-june,red bush tea,100,student house,
2015,22-june,raspberry jelly,150,student house,
2015,22-june,oyster sauce,570,student house,
2015,22-june,vanilla essence,35,student house,
2015,22-june,chickpeas,240,student house,
2015,22-june,white wine vinegar,350,student house,
2015,22-june,brownie mix,568,student house,
2015,22-june,stirfry noodles,120,student house,
2015,22-june,herb mix,6,student house,
2015,22-june,pumpkin seeds,100,student house,
2015,22-june,sesame seeds,150,student house,
2015,22-june,sunflower seeds,300,student house,
2015,22-june,chicken soup mix,102,student house,
2015,22-june,Tomato & herb sauce,290,student house,
2015,22-june,ginger powder,60,student house,
2015,22-june,mug shot,68,student house,
2015,22-june,noodles,85,student house,
2015,22-june,soya drink powder,10,student house,
2015,22-june,quaker oats,80,student house,
2015,22-june,mushroom rice,250,student house,
2015,22-june,veg  gravy granuals,200,student house,
2015,22-june,Chicken & sweetcorn soup,47,student house,
2015,22-june,dolmio carbonara,150,student house,
2015,22-june,cup noodles,300,student house,
2015,22-june,breakfast bar,60,student house,
2015,22-june,table salt,750,student house,
2015,22-june,ready salted crisps,80,student house,
2015,22-june,various tea sachets,250,student house,
2015,22-june,various herbal tea sachets,440,student house,
2015,22-june,organic tea,100,student house,
2015,22-june,monin,250,student house,
2015,22-june,ginger bread,250,student house,
2015,22-june,hot peppers,340,student house,
2015,22-june,zebu,400,student house,
2015,22-june,writing icing,77,student house,
2015,22-june,gummi world,70,student house,
2015,22-june,haribo,50,student house,
2015,22-june,icing sugar,500,student house,
2015,22-june,stroop waffles,500,student house,
2015,22-june,microwave popcorn,200,student house,
2015,22-june,ghee rice,1500,student house,
2015,22-june,brown rice,500,student house,
2015,22-june,brown bread,800,nisa,
2015,22-june,white bread,400,nisa,
2015,22-june,coleslaw,500,nisa,
2015,22-june,yoghurt,1215,nisa,
2015,22-june,activia yoghurt,500,nisa,
2015,22-june,bread buns,22400,food court uk,
2015,22-june,baguettes,14400,food court uk,
2015,22-june,floured bread,38800,food court uk,
2015,22-june,lettuce tomatoes,190,food court uk,
2015,22-june,fanta orange,600,food court uk,
2015,22-june,still water,2000,food court uk,
2015,22-june,lettuce  ,200,katheryn,
2015,22-june,nestles breakfast,250,NLFB,
2015,22-june,tuc biscuits,150,NLFB,
2015,22-june,cookies,200,NLFB,
2015,22-june,peach slices,411,NLFB,
2015,22-june,wild blueberry jam,370,NLFB,
2015,22-june,chicken stock pots,224,NLFB,
2015,22-june,coffee,233,NLFB,
2015,22-june,hot chololate orange,20,NLFB,
2015,22-june,hot chocolate chilli,20,NLFB,
2015,22-june,hot chocolate vanilla,20,NLFB,
2015,22-june,hot chocolate white,20,NLFB,
2015,22-june,ravioli,250,NLFB,
2015,22-june,frey bentos pie,470,NLFB,
2015,22-june,tuna chunks,740,NLFB,
2015,22-june,old el paso salsa,300,NLFB,
2015,22-june,first milk,800,NLFB,
2015,22-june,green peas & petits pois,400,NLFB,
2015,22-june,apricot jam,290,NLFB,
2015,22-june,pasta bake sauce,500,NLFB,
2015,22-june,chilli powder,38,NLFB,
2015,22-june,hot chocolate,320,NLFB,
2015,22-june,red salmon,213,NLFB,
2015,22-june,wild pink salmon,426,NLFB,
2015,22-june,sardines,480,NLFB,
2015,22-june,roasted curry powder,500,NLFB,
2015,22-june,el paso salsa,235,NLFB,
2015,22-june,Date & tamarind chutney,340,NLFB,
2015,22-june,lemon curd,312,NLFB,
2015,22-june,refried beans,435,NLFB,
2015,22-june,chickpeas,400,NLFB,
2015,22-june,pork casserole,840,NLFB,
2015,22-june,diet coke,330,NLFB,
2015,22-june,carnation cream,283,NLFB,
2015,22-june,pitted black olives,350,NLFB,
2015,22-june,green lentils,500,NLFB,
2015,22-june,whole wheat spaghetti,1000,NLFB,
2015,22-june,rice  ,350,NLFB,
2015,22-june,porridge oats,600,NLFB,
2015,22-june,xmas pudding,454,NLFB,
2015,22-june,chilli puree,80,NLFB,
2015,22-june,bulgar wheat,500,NLFB,
2015,22-june,coffee,100,NLFB,
2015,22-june,pearl barley,500,NLFB,
2015,22-june,Carrot & corriander soup,400,NLFB,
2015,22-june,Sweet & sour cooking sauce,500,NLFB,
2015,22-june,green pitted olives,560,NLFB,
2015,22-june,blackcurrent jelly,510,NLFB,
2015,22-june,extra virgin olive oil,125,NLFB,
2015,22-june,puy lentils,250,NLFB,
2015,22-june,dolmio sauce,350,NLFB,
2015,22-june,butter beans,410,NLFB,
2015,22-june,beef curry,400,NLFB,
2015,22-june,mushroom soup,290,NLFB,
2015,22-june,chicken thai soup,400,NLFB,
2015,22-june,baby dinner,230,NLFB,
2015,22-june,french dressing,250,NLFB,
2015,22-june,twinnings tea,250,NLFB,
2015,22-june,stock cubes,160,NLFB,
2015,22-june,mild salsa,326,NLFB,
2015,22-june,pasta bake sauce,500,NLFB,
2015,22-june,baby dinner,128,NLFB,
2015,22-june,baby egg custard,128,NLFB,
2015,22-june,dessicated coconut,200,NLFB,
2015,22-june,peri peri sauce,135,NLFB,
2015,22-june,mint tea,40,NLFB,
2015,22-june,angel delight,47,NLFB,
2015,22-june,Chicken & herb mix,207,NLFB,
2015,22-june,colemans white sauce,25,NLFB,
2015,22-june,schwartz sauce,46,NLFB,
2015,22-june,Mushroom & bacon soup,37,NLFB,
2015,22-june,chedder cheese sauce,40,NLFB,
2015,22-june,onion soup,32,NLFB,
2015,22-june,pizza base mix,145,NLFB,
2015,22-june,savoury rice,360,NLFB,
2015,22-june,pasta n sauce,110,NLFB,
2015,22-june,Brocolli & stilton soup,60,NLFB,
2015,22-june,Lemon & herb mix,20,NLFB,
2015,22-june,cous cous,110,NLFB,
2015,22-june,chicken noodle soup,51,NLFB,
2015,22-june,Pumpkin & garlic,41,NLFB,
2015,22-june,sweet thai stir fry sauce,120,NLFB,
2015,22-june,stirfry sauce,240,NLFB,
2015,22-june,roast turkey gravy,25,NLFB,
2015,22-june,hollindaise sauce,25,NLFB,
2015,22-june,mushroom rice,50,NLFB,
2015,22-june,basmati rice,400,NLFB,
2015,22-june,choc angel delight,49,NLFB,
2015,22-june,tea bags,340,NLFB,
2015,22-june,peppermint tea,100,NLFB,
2015,22-june,red wine,500,student house,
2015,22-june,dark rum,200,student house,
2015,22-june,olive oil,750,student house,
2015,22-june,basmati rice,1000,student house,
2015,22-june,brown sugar,500,student house,
2015,22-june,toasted sesame oil,80,student house,
2015,22-june,paprika,50,student house,
2015,22-june,basilic,10,student house,
2015,22-june,mirin seasoning,100,student house,
2015,22-june,ground black pepper,50,student house,
2015,22-june,sardines,120,student house,
2015,22-june,paprika,24,student house,
2015,22-june,oregano,6,student house,
2015,22-june,cornflour,100,student house,
2015,22-june,pearl barley,440,student house,
2015,22-june,creamed coconut,200,student house,
2015,22-june,coarse ground pepper,80,student house,
2015,22-june,oyster sauce,100,student house,
2015,22-june,chopped tomatoes,400,student house,
2015,22-june,baked beans,425,student house,
2015,22-june,jalfrez spice paste,283,student house,
2015,22-june,coconut milk,400,student house,
2015,22-june,borlotti beans,410,student house,
2015,22-june,black olives,2309,student house,
2015,22-june,tortelloni,280,student house,
2015,22-june,tonic water,150,student house,
2015,22-june,plain flair,500,student house,
2015,22-june,lasagne sheets,120,student house,
2015,22-june,sugar,460,student house,
2015,22-june,spaghetti,300,student house,
2015,22-june,teriyaki,70,student house,
2015,22-june,ground nut oil,250,student house,
2015,22-june,bicarbonate of soda,180,student house,
2015,22-june,spaghetti,200,student house,
2015,22-june,quinoa,340,student house,
2015,22-june,cashew nuts,140,student house,
2015,22-june,cooking oil,100,student house,
2015,22-june,basmati rice,520,student house,
2015,22-june,sushi rice,280,student house,
2015,22-june,brown cane sugar,240,student house,
2015,22-june,crushed chilli,80,student house,
2015,22-june,lea and perrius worcester sauce,200,student house,
2015,22-june,quixo stock cubes,100,student house,
2015,22-june,stock melt,20,student house,
2015,22-june,sweet chilli sauce,100,student house,
2015,22-june,lentils (orange),300,student house,
2015,22-june,couscous,100,student house,
2015,22-june,sugar,300,student house,
2015,22-june,pork seasoning,10,student house,
2015,22-june,black sesame seeds,80,student house,
2015,22-june,thyme,10,student house,
2015,22-june,ground ginger,15,student house,
2015,22-june,cumin powder,30,student house,
2015,22-june,brown sauce,100,student house,
2015,22-june,mixed spice,40,student house,
2015,22-june,paprika,25,student house,
2015,22-june,chilli con carne mix,41,student house,
2015,22-june,vanilla essence,20,student house,
2015,22-june,gravy granules,10,student house,192629
2015,23-June,chicken,2040,nandos,
2015,23-June,mussels,6030,the mussel pot,8070
2015,24-june,coffee,100,private,
2015,24-june,milk,1000,private,
2015,24-june,sugar,1000,private,
2015,24-june,burger buns,110,private,
2015,24-june,milk,200,function,
2015,24-june,sandwiches,1001,function,
2015,24-june,muffins,300,function,
2015,24-june,crisps,300,function,4011
2015,25-june,coleslaw,600,nisa,
2015,25-june,semolina,98,nisa,
2015,25-june,custard,225,nisa,
2015,25-june,red chilli & lime seasoning,30,nisa,
2015,25-june,water,250,LCC volunteers,
2015,25-june,fruit juice,500,LCC volunteers,
2015,25-june,fruits,500,LCC volunteers,
2015,25-june,sandwiches,1500,LCC volunteers,
2015,25-june,sugar,1000,private,
2015,25-june,milk,2000,private,
2015,25-june,instant coffee,200,private,6903
2015,26-june,lerpak spread,420,The Woods,
2015,26-june,ice cream,3400,rommi,
2015,26-june,fruit pastles,300,rommi,
2015,26-june,raspberry jelly,350,rommi,4470
2015,29-june,bread  ,35950,coop,
2015,29-june,focaccia,6050,coop,
2015,29-june,rich tea biscuits,300,student house,
2015,29-june,oatcakes,250,student house,
2015,29-june,baked beans in tomato sauce,820,student house,
2015,29-june,Raspberry leaf tea,20,student house,
2015,29-june,cranberry and raspberry tea,20,student house,
2015,29-june,dark choc,40,student house,
2015,29-june,berry fruit mix,150,student house,
2015,29-june,almonds,100,student house,
2015,29-june,Penne,580,student house,
2015,29-june,cookies,220,student house,
2015,29-june,crispbread,280,student house,
2015,29-june,Tikka Curry Sauce,450,student house,
2015,29-june,pesto rosso,190,student house,
2015,29-june,choc cadberrys,240,student house,
2015,29-june,fusilli,160,student house,
2015,29-june,medium egg noodles,100,student house,
2015,29-june,tetleys decaf,200,student house,
2015,29-june,dacquri,280,student house,
2015,29-june,gronola bar,100,student house,
2015,29-june,nut mix,100,student house,
2015,29-june,golden syrup,100,student house,
2015,29-june,soy sauce light,660,student house,
2015,29-june,mango chutney,300,student house,
2015,29-june,cous cous,80,student house,
2015,29-june,grated cheese,20,student house,
2015,29-june,cocktail mixer,100,student house,
2015,29-june,table salt,580,student house,
2015,29-june,sweet potatos,480,student house,
2015,29-june,brown rice,180,student house,
2015,29-june,potato,380,student house,
2015,29-june,whole wheat fussili,340,student house,
2015,29-june,peanut butter,320,student house,
2015,29-june,white bread flour,1120,student house,
2015,29-june,self raising flour,1100,student house,
2015,29-june,costa coffee,52,student house,
2015,29-june,giant choc stars,80,student house,
2015,29-june,basmati rice,660,student house,
2015,29-june,red lentils,1040,student house,
2015,29-june,pearl barley,500,student house,
2015,29-june,lasagne sheets,700,student house,
2015,29-june,brushetta bread,20,student house,
2015,29-june,kidney beans,400,student house,
2015,29-june,white rice,720,student house,
2015,29-june,plain flour,620,student house,
2015,29-june,pasta bows,100,student house,
2015,29-june,tagilatelle,200,student house,
2015,29-june,light soft brown sugar,300,student house,
2015,29-june,sweet chilli sauce,460,student house,
2015,29-june,kidney beans,400,student house,
2015,29-june,conchigilie pasta,420,student house,
2015,29-june,fry light spray,200,student house,
2015,29-june,bournville choc powder,380,student house,
2015,29-june,instant noodles,108,student house,
2015,29-june,tahini,480,student house,
2015,29-june,vegetable cube,20,student house,
2015,29-june,seasoning meditarranean,33,student house,
2015,29-june,oats,200,student house,
2015,29-june,basmati rice,100,student house,
2015,29-june,chicken,10045,nandos,
2015,29-june,bananas,400,private,
2015,29-june,orange,600,private,
2015,29-june,mushrooms,400,private,
2015,29-june,sauces,408,student house,
2015,29-june,tikka paste,300,student house,
2015,29-june,tikka masala paste,285,student house,
2015,29-june,cider vinegar,225,student house,
2015,29-june,sweetcorn,326,student house,
2015,29-june,basmati rice,1300,student house,
2015,29-june,thai fragrant rice,900,student house,
2015,29-june,robinsons squash,66,student house,
2015,29-june,stir fry sauce,120,student house,
2015,29-june,sultana,250,student house,
2015,29-june,dessicated coconut,110,student house,
2015,29-june,crisps,30,SLFB,
2015,29-june,cat food,100,SLFB,
2015,29-june,Lentil & bacon soup,400,SLFB,
2015,29-june,vegetable soup,1200,SLFB,
2015,29-june,spaghetti,395,SLFB,
2015,29-june,oxtail soup,415,SLFB,
2015,29-june,plum tomatoes,1027,SLFB,
2015,29-june,chick peas,1600,SLFB,
2015,29-june,carnation milk,170,SLFB,
2015,29-june,lentil soup,400,SLFB,
2015,29-june,minestrone soup,400,SLFB,
2015,29-june,tomato soup,2000,SLFB,
2015,29-june,chicken soup,1090,SLFB,
2015,29-june,Carrot & corriander soup,400,SLFB,
2015,29-june,roast chicken in gravy,392,SLFB,
2015,29-june,chopped tomatoes,854,SLFB,
2015,29-june,coconut milk,800,SLFB,
2015,29-june,spaghetti carbonara,200,SLFB,
2015,29-june,tuc biscuits,200,SLFB,
2015,29-june,marrowfat peas,420,SLFB,
2015,29-june,new potatoes,550,SLFB,
2015,29-june,spaghetti bolognese,400,SLFB,
2015,29-june,Pea & ham soup,400,SLFB,
2015,29-june,black eyed beans,400,SLFB,
2015,29-june,garden peas,185,SLFB,
2015,29-june,grapefruit segmants,411,SLFB,
2015,29-june,beef broth,400,SLFB,
2015,29-june,mushy peas,300,SLFB,
2015,29-june,custard,770,SLFB,
2015,29-june,mushroom soup,400,SLFB,
2015,29-june,wild pink salmon,418,SLFB,
2015,29-june,carrots,180,SLFB,
2015,29-june,sweetcorn,326,SLFB,
2015,29-june,beans,150,SLFB,
2015,29-june,ham,200,SLFB,
2015,29-june,bourgignon,500,SLFB,
2015,29-june,bolognese sauce,1000,SLFB,
2015,29-june,Sweet & sour sauce,440,SLFB,
2015,29-june,Tuna & sweetcorn pasta bake,500,SLFB,
2015,29-june,luncheon meat,340,SLFB,
2015,29-june,sardines,120,SLFB,
2015,29-june,mackerel,125,SLFB,
2015,29-june,baby food,640,SLFB,
2015,29-june,multigrain nibbles,45,SLFB,
2015,29-june,lasagne sheets,250,SLFB,
2015,29-june,noodles,250,SLFB,
2015,29-june,carrot sticks,75,SLFB,
2015,29-june,crackers,115,SLFB,
2015,29-june,digestive biscuits,300,SLFB,
2015,29-june,cup a porridge,60,SLFB,
2015,29-june,cappucino,200,SLFB,
2015,29-june,pasta bake,990,SLFB,
2015,29-june,thai curry paste,350,SLFB,
2015,29-june,sundried tomatoes,280,SLFB,
2015,29-june,instant hot chocolate,400,SLFB,
2015,29-june,pineapple pieces,565,SLFB,
2015,29-june,french onion soup,400,SLFB,
2015,29-june,butternut squash soup,400,SLFB,
2015,29-june,Sweet & sour sauce,500,SLFB,
2015,29-june,beef broth,400,SLFB,
2015,29-june,spaghetti hoops & sausages,395,SLFB,
2015,29-june,hot chocolate,400,SLFB,
2015,29-june,halved pears,410,SLFB,
2015,29-june,lasagne sheets,375,SLFB,
2015,29-june,garlic crackers,200,SLFB,
2015,29-june,Fruit & nut cookies,180,SLFB,
2015,29-june,noodles,85,SLFB,
2015,29-june,custard,98,SLFB,
2015,29-june,mushroom rice,250,SLFB,
2015,29-june,crisps,90,SLFB,
2015,29-june,turkish delight,350,SLFB,
2015,29-june,noodles,85,SLFB,
2015,29-june,cup a pasta,52,SLFB,
2015,29-june,veg suet,200,SLFB,
2015,29-june,el paso mix,30,SLFB,
2015,29-june,breakfast bars,1440,SLFB,
2015,29-june,micro popcorn,200,SLFB,
2015,29-june,beef paste,75,SLFB,
2015,29-june,creamed rice,425,SLFB,
2015,29-june,onin soup,400,SLFB,
2015,29-june,chicken soup,400,SLFB,
2015,29-june,black eyed beans,400,SLFB,
2015,29-june,evaporated milk,410,SLFB,
2015,29-june,condensed milk,405,SLFB,
2015,29-june,mango slices,850,SLFB,
2015,29-june,blue stilton dressing,380,SLFB,
2015,29-june,peach halves,411,SLFB,
2015,29-june,bread crumbs,150,SLFB,
2015,29-june,lemon tea,30,SLFB,
2015,29-june,Apple & raspberry water,1000,SLFB,
2015,29-june,green olives with feta cheese,330,SLFB,
2015,29-june,icing sugar,500,SLFB,
2015,29-june,mini rolls,150,SLFB,
2015,29-june,colemans sauce,180,SLFB,
2015,29-june,coconut milk,400,SLFB,
2015,29-june,vegetable soup,1200,SLFB,
2015,29-june,scotch broth,400,SLFB,
2015,29-june,oat so simple,385,SLFB,
2015,29-june,cup a pasta,49,SLFB,
2015,29-june,corned beef,680,SLFB,
2015,29-june,tea bags,100,SLFB,
2015,29-june,ragu,375,SLFB,
2015,29-june,sweetcorn,180,SLFB,
2015,29-june,tropical fruit,227,SLFB,
2015,29-june,chopped tomatoes,400,SLFB,
2015,29-june,sardines,310,SLFB,
2015,29-june,mayonaise,753,SLFB,
2015,29-june,arrowroot biscuite,200,SLFB,
2015,29-june,egg fried rice,250,SLFB,
2015,29-june,long grain rice,250,SLFB,
2015,29-june,cheddar cheese sauce,80,SLFB,
2015,29-june,spring roll wrappers,134,SLFB,
2015,29-june,spaghetti,200,SLFB,
2015,29-june,loose tea,3500,SLFB,
2015,29-june,custard creams,400,SLFB,
2015,29-june,pineapple slices,432,SLFB,
2015,29-june,big soup,400,SLFB,
2015,29-june,Pea & ham soup,400,SLFB,
2015,29-june,cup noodle,100,SLFB,
2015,29-june,snack bars,120,SLFB,
2015,29-june,canelloni,250,SLFB,
2015,29-june,rice pudding mix,150,SLFB,
